"iso3c","country","year","unemp_nat","unemp_ilo","unemp_i","regime","regime_i","fem_labour","fem_labour_i","gini_disp","gini_disp_i","gdp_madki","gdp_madki_i","gdp_cap_i","fertility","fertility_i","alc_all_types","alc_all_types_i","christpct_i","christpct_ii","islampct_i","islampct_ii","buddhapct_i","buddhapct_ii","jewishpct_i","jewishpct_ii","hindupct_i","hindupct_ii","otherpct_i","otherpct_ii","nonreligpct_i","nonreligpct_ii","suicide_total_m","suicide_total_f","suicide_rate_female_owd","suicide_rate_male_owd","suicide_rate_total_owd","pop","pop65","crisis_idx","marit_rate_men","marit_rate_women","div_rate_female","div_rate_male","atwar","crisis_idx_i","atwar_i","crisis_idx_iI","suicide_total_owd","suicide_total_pcm","suicide_male_pcm","suicide_female_pcm","region","any_crisis"
"LAO","Laos",2014,5.05999991297722,0.693749986588955,5.05999991297722,0,0,49.5184405287641,49.5184405287641,36.05,36.05,5.1226608125,5.1226608125,5.1226608125,2.89825,2.89825,6.61,6.61,0.0305,0.030875,0.001,0.001,0.523833333333333,0.524375,0,0,0.001,0.001,0.434333333333333,0.434,0.00933333333333333,0.00875,NA,NA,44.525,136.95,9.00385558125877,6595295.875,3.79942049724921,NA,72.9945787545788,72.9356043956044,NA,NA,0,0,0,0,90.0385558125877,90.0385558125877,136.95,44.525,"East Asia & Pacific",0
"LBN","Lebanon",2014,NA,6.33749997615814,6.33749997615814,4,4,24.10812598424,24.10812598424,36.7,36.7,14.4305185875,14.4305185875,14.4305185875,2.05875,2.05875,1.32625,1.32625,0.340166666666667,0.336375,0.5935,0.597125,0.021,0.021,0,0,0.002,0.002,0.00416666666666667,0.004875,0.0391666666666667,0.038625,7,7,22.9,74.6,4.82366252485622,5990842.625,6.37468440165368,NA,NA,NA,NA,NA,0,0,0,NA,48.2366252485621,48.2366252485621,74.6,22.9,"Middle East & North Africa",0
"LBR","Liberia",2014,5.80600004196167,2.40000000596046,5.80600004196167,6,6,47.0547316478087,47.0547316478087,37.2142857142857,37.2142857142857,0.8542307125,0.8542307125,0.8542307125,4.67,4.67,3.61875,3.61875,0.409,0.41,0.119333333333333,0.119,0,0,0,0,0,0,0.456666666666667,0.456,0.015,0.015,NA,NA,114.4625,153.3375,13.4127810520818,4301692.875,3.24510787044968,NA,67.455,57.36,NA,NA,0,0.125,0,0.2,134.127810520818,134.127810520818,153.3375,114.4625,"Sub-Saharan Africa",0
"LBY","Libya",2014,19.0300006866455,18.9150004386902,19.0300006866455,0,0,34.0918432466891,34.0918432466891,NA,NA,15.5620734375,15.5620734375,15.5620734375,2.3945,2.3945,0.01125,0.01125,0.0238333333333333,0.023875,0.966,0.966,0.003,0.003,0,0,0.001,0.001,0.00416666666666667,0.004125,0.002,0.002,3.5,2,38.7875,122.9375,8.22518758046083,6363056.375,4.23161357057896,NA,NA,NA,NA,NA,0.625,0,0.625,0,82.2518758046083,82.2518758046083,122.9375,38.7875,"Middle East & North Africa",1
"LCA","St. Lucia",2014,19.7474999427796,19.7912499904633,19.7474999427796,NA,7,46.4613758816461,46.4613758816461,46.1,46.1,10.1638292125,10.1638292125,10.1638292125,1.491375,1.491375,10.025,10.025,0.828333333333333,0.82475,0.001,0.001,0,0,0,0,0.00266666666666667,0.00275,0.108666666666667,0.111,0.0593333333333333,0.0605,8.66666666666667,1.5,14.35,118.25,6.51348654158091,177773.625,9.02172899457513,NA,NA,59.04,NA,NA,0,0.375,0,0.75,65.1348654158091,65.1348654158091,118.25,14.35,"Latin America & Caribbean",1
"LKA","Sri Lanka",2014,4.25249999761581,4.25249999761581,4.25249999761581,3,3,33.5630995863243,33.5630995863243,48.1714285714286,48.1875,10.0644790125,10.0644790125,10.0644790125,2.22225,2.22225,2.66,2.66,0.075,0.07525,0.099,0.09975,0.686,0.682,0,0,0.133333333333333,0.13625,0.00166666666666667,0.00175,0.005,0.005,2493.8,726,77.8125,352.075,20.425251480052,20758175.875,8.78052640666472,0,68.12,64.7432142857143,NA,NA,0,0,0,0,204.25251480052,204.25251480052,352.075,77.8125,"South Asia",0
"LSO","Lesotho",2014,24.5799999237061,25.0037496089935,24.5799999237061,6,6,45.5762120302006,45.5762120302006,49.8875,49.8875,2.56456695,2.56456695,2.56456695,3.24,3.24,2.67,2.67,0.898666666666667,0.8995,0,0,0,0,0,0,0.001,0.001,0.0983333333333333,0.0975,0.002,0.002,NA,NA,228.625,446.25,33.9792170347643,2038968.5,4.77989248678134,NA,59.7136414141414,49.3301111111111,NA,NA,0,0.125,0,1,339.792170347643,339.792170347643,446.25,228.625,"Sub-Saharan Africa",1
"LTU","Lithuania",2014,11.6349999904633,11.6362500190735,11.6349999904633,9,9,50.4229431022676,50.4229431022676,35,35,22.565620825,22.565620825,22.565620825,1.61125,1.61125,14.005,14.005,0.836666666666667,0.83575,0.001,0.001,0,0,0.001,0.001,0,0,0.104833333333333,0.107875,0.0565,0.054375,759.375,171.75,85.45,551.425,30.275688022328,2950596.25,18.2701245829504,NA,52.3519690098261,43.4928571428571,NA,NA,0,0.125,0,0.125,302.75688022328,302.75688022328,551.425,85.45,"Europe & Central Asia",1
"LUX","Luxembourg",2014,5.57249999046326,5.57249999046326,5.57249999046326,9,9,44.4792627274829,44.4792627274829,28.7625,28.7625,54.8687360875,54.8687360875,54.8687360875,1.505,1.505,11.4575,11.4575,0.694166666666667,0.691125,0.019,0.019,0,0,0.001,0.001,0,0,0.0123333333333333,0.012,0.2735,0.276875,38.75,14.625,49.9625,132.575,8.97001940723228,550484.875,13.9919119789274,NA,55.1941758241758,51.1172802197802,NA,NA,0,0,0,0,89.7001940723228,89.7001940723228,132.575,49.9625,"Europe & Central Asia",0
"LVA","Latvia",2014,12.7112499475479,12.7112499475479,12.7112499475479,9,9,49.8848357922216,49.8848357922216,35.2125,35.2125,20.3207530375,20.3207530375,20.3207530375,1.55375,1.55375,10.73375,10.73375,0.7035,0.712625,0.00216666666666667,0.002125,0,0,0.0025,0.002375,0,0,0.0598333333333333,0.055875,0.232,0.227,327.625,71.25,48.175,329.525,17.7053407668889,2009665.5,19.0949612314353,NA,46.560910808768,37.7308994708995,NA,NA,0,0.125,0,0.125,177.053407668889,177.053407668889,329.525,48.175,"Europe & Central Asia",1
"MAR","Morocco",2014,9.23999990735735,9.2337498664856,9.23999990735735,0,0,25.4419493873534,25.4419493873534,41.26,41.2375,7.6506715625,7.6506715625,7.6506715625,2.538625,2.538625,0.43375,0.43375,0.001,0.001,0.996,0.996,0,0,0,0,0,0,0.002,0.002,0.001,0.001,74,31.8571428571429,82.7625,70.6875,7.68119480953474,33955796.25,6.32850242345055,0,67.7666666666667,58.4833333333333,NA,NA,0,0,0,0,76.8119480953474,76.8119480953474,70.6875,82.7625,"Middle East & North Africa",0
"MDA","Moldova",2014,5.16999989748001,5.08124992251396,5.16999989748001,6,6,48.8738013631273,48.8738013631273,34.175,34.175,5.479308475,5.479308475,5.479308475,1.26725,1.26725,7.5925,7.5925,0.987166666666667,0.988625,0.00433333333333333,0.00425,0,0,0.001,0.001,0,0,0.0075,0.006125,0,0,478.125,86.125,40.425,270.5,14.8127200433741,2836034.75,10.212552212469,NA,60.845989010989,61.1814285714286,NA,NA,0,0,0,0,148.127200433741,148.127200433741,270.5,40.425,"Europe & Central Asia",0
"MDG","Madagascar",2014,2.22333339850108,1.80625002831221,2.22333339850108,0,0,49.1369710482386,49.1369710482386,43.9,43.9,1.3608994875,1.3608994875,1.3608994875,4.348875,4.348875,0.87875,0.87875,0.5225,0.526375,0.021,0.021,0,0,0,0,0.001,0.001,0.451666666666667,0.44775,0.00383333333333333,0.003875,NA,NA,53.05,175.9,11.2470749766073,23311549.5,2.84254548203084,NA,NA,NA,NA,NA,0,0,0,0,112.470749766073,112.470749766073,175.9,53.05,"Sub-Saharan Africa",0
"MDV","Maldives",2014,5.66499996185303,7.00999993085861,5.66499996185303,NA,7,26.8674801006395,26.8674801006395,38.9857142857143,38.9857142857143,4.22915496957659,4.22915496957659,4.22915496957659,2.059,2.059,1.23375,1.23375,0.004,0.004,0.984333333333333,0.9845,0.00683333333333333,0.006875,0,0,0.00366666666666667,0.00375,5e-04,0.000375,0.001,0.001,2,2,15.3,49.125,3.43534901464711,427613,4.12393834852325,NA,69.6010227272727,65.2547727272727,NA,NA,0,0,0,0,34.3534901464711,34.3534901464711,49.125,15.3,"South Asia",0
"MEX","Mexico",2014,4.58374997973442,4.58374997973442,4.58374997973442,6,6,37.3587079404085,37.3587079404085,44.5125,44.5125,15.7024922875,15.7024922875,15.7024922875,2.25275,2.25275,4.05,4.05,0.925166666666667,0.926875,0.001,0.001,0,0,0.001,0.001,0,0,0.0228333333333333,0.020125,0.05,0.051,4748.75,1118.75,20.3625,100.65,5.88476760807804,119526729.75,6.54926774839926,0,63.045,52.8366071428571,NA,NA,0,0,0,0,58.8476760807804,58.8476760807804,100.65,20.3625,"Latin America & Caribbean",0
"MHL","Marshall Islands",2014,4.73999977111816,NA,4.73999977111816,NA,7,NA,NA,NA,NA,4.22561241415727,4.22561241415727,4.22561241415727,4.05,4.05,NA,NA,0.895,0.89525,0,0,0,0,0,0,0,0,0.0901666666666667,0.089875,0.0148333333333333,0.014875,NA,NA,125.7,335.2875,23.3075657497661,57120.375,NA,NA,NA,NA,NA,NA,0,0.125,0,0,233.075657497661,233.075657497661,335.2875,125.7,"East Asia & Pacific",0
"MKD","North Macedonia",2014,27.9524998664856,27.9524998664856,27.9524998664856,6,6,39.2560859090712,39.2560859090712,33.8875,33.8875,11.85631305,11.85631305,11.85631305,1.4935,1.4935,3.5925,3.5925,0.595333333333333,0.59375,0.3645,0.366375,0,0,0,0,0,0,0.000166666666666667,0.000125,0.04,0.03975,109.75,38.25,33.325,103.65,6.62558987460674,2076677.125,12.2757235320051,NA,NA,65.9614285714286,NA,NA,0,0.75,0,0.75,66.2558987460674,66.2558987460674,103.65,33.325,"Europe & Central Asia",1
"MLI","Mali",2014,6.31571424007416,7.1324999332428,6.31571424007416,6,6,43.0112827770816,43.0112827770816,NA,NA,1.52216935,1.52216935,1.52216935,6.266625,6.266625,0.59375,0.59375,0.0326666666666667,0.033,0.871166666666667,0.870875,0,0,0,0,0,0,0.0951666666666667,0.095125,0.001,0.001,NA,NA,31.9625,101.9125,6.7477532614587,16730516,2.60882640822598,NA,69.8255844155844,82.2269047619048,NA,NA,0.25,0.125,0.25,0.142857142857143,67.477532614587,67.477532614587,101.9125,31.9625,"Sub-Saharan Africa",1
"MLT","Malta",2014,5.66624999046326,5.66750001907349,5.66624999046326,NA,9,37.7230392072215,37.7230392072215,27.4375,27.4375,26.6729443625,26.6729443625,26.6729443625,1.37125,1.37125,7.29875,7.29875,0.939833333333333,0.939375,0.002,0.002,0,0,0,0,0,0,0.0408333333333333,0.041125,0.0173333333333333,0.0175,22.75,4.42857142857143,14.5625,76.15,4.46525555931298,434967.125,17.8152267784879,NA,58.0280291005291,55.362037037037,NA,NA,0,0,0,0,44.6525555931298,44.6525555931298,76.15,14.5625,"Middle East & North Africa",0
"MMR","Myanmar (Burma)",2014,1.16499996185303,0.927499994635582,1.16499996185303,0,0,41.5691338315608,41.5691338315608,34.1,34.1,4.596803075,4.596803075,4.596803075,2.244,2.244,1.3475,1.3475,0.0768333333333333,0.077375,0.038,0.038,0.747,0.747,0,0,0.017,0.017,0.116166666666667,0.115625,0.005,0.005,NA,NA,20,92.0375,5.35794906829335,52030865.25,5.08629787102969,0.285714285714286,65.8648214285714,54.4113214285714,NA,NA,0.375,0.25,0.375,0,53.5794906829336,53.5794906829336,92.0375,20,"East Asia & Pacific",1
"MNE","Montenegro",2014,18.5149998664856,18.5149998664856,18.5149998664856,4,4,44.4044384120753,44.4044384120753,38.4142857142857,38.4142857142857,16.467207775,16.467207775,16.467207775,1.732375,1.732375,9.05375,9.05375,0.764,0.766,0.1935,0.194625,0,0,0,0,0,0,0,0,0.0425,0.039375,NA,NA,53.0375,148.0375,9.85746244325385,621245,13.5553478901859,NA,54.6541208791209,55.4048351648352,NA,NA,0,0.375,0,0.375,98.5746244325385,98.5746244325385,148.0375,53.0375,"Europe & Central Asia",1
"MNG","Mongolia",2014,5.33875006437301,5.34000006318092,5.33875006437301,6,6,45.6406138098053,45.6406138098053,34.4625,34.4625,11.145110075,11.145110075,11.145110075,2.83175,2.83175,8.2575,8.2575,0.0236666666666667,0.02425,0.0295,0.029375,0.536333333333333,0.538,0,0,0,0,0.217333333333333,0.217,0.193166666666667,0.191375,387,63,54.75,278.1,16.2995632540244,2913179.25,3.86208196989061,NA,68.83125,62.92925,NA,NA,0,0,0,0,162.995632540244,162.995632540244,278.1,54.75,"East Asia & Pacific",0
"MOZ","Mozambique",2014,3.4300000667572,3.35500001907349,3.4300000667572,4,4,52.7018095985452,52.7018095985452,46.7666666666667,46.7666666666667,1.032523325,1.032523325,1.032523325,5.16125,5.16125,1.065,1.065,0.524333333333333,0.526,0.180666666666667,0.18075,0,0,0,0,0.002,0.002,0.289,0.28725,0.004,0.004,NA,NA,62.35,320.95,17.658683366678,25993693.5,2.95071367242338,NA,74.924066252588,57.7783809523809,NA,NA,0,0,0,0,176.58683366678,176.58683366678,320.95,62.35,"Sub-Saharan Africa",0
"MRT","Mauritania",2014,10.0999999046326,10.0774999856949,10.0999999046326,4,4,30.9139510890186,30.9139510890186,38.68,38.5,3.29252655,3.29252655,3.29252655,4.811375,4.811375,0.0025,0.0025,0.003,0.003,0.991,0.991,0,0,0,0,0,0,0.005,0.005,0.001,0.001,NA,NA,31.05,103.1,6.65830448949225,3880024.5,3.13115146488304,NA,59.9485714285714,59.5354761904762,NA,NA,0,0,0,0,66.5830448949226,66.5830448949226,103.1,31.05,"Sub-Saharan Africa",0
"MUS","Mauritius",2014,7.29124993085861,7.29124993085861,7.29124993085861,8,8,38.2292842618242,38.2292842618242,38.1875,38.1875,17.69198805,17.69198805,17.69198805,1.46625,1.46625,2.94375,2.94375,0.294833333333333,0.296625,0.173833333333333,0.174125,0.0015,0.001375,0,0,0.4835,0.482875,0.0263333333333333,0.02475,0.02,0.02025,85.125,22,34.95,138.075,8.56098599196651,1258620.5,9.21944544984485,0,60.4892857142857,51.2885714285714,NA,NA,0,0,0,0,85.6098599196651,85.6098599196651,138.075,34.95,"Sub-Saharan Africa",0
"MWI","Malawi",2014,17.3099999427795,5.87374991178513,17.3099999427795,5,5,48.5447477101872,48.5447477101872,45.7285714285714,45.725,1.1082948375,1.1082948375,1.1082948375,4.7755,4.7755,1.8875,1.8875,0.786,0.78725,0.1305,0.130625,0,0,0,0,0.002,0.002,0.0641666666666667,0.063875,0.0173333333333333,0.01625,NA,NA,39.6,232.5375,12.5710434101454,16080923.75,2.65229396967226,NA,71.741,67.5410238095238,NA,NA,0,0.125,0,0.5,125.710434101454,125.710434101454,232.5375,39.6,"Sub-Saharan Africa",1
"MYS","Malaysia",2014,3.19625002145767,3.15999999642372,3.19625002145767,3,3,36.9913525098252,36.9913525098252,40.5,40.4625,21.258426675,21.258426675,21.258426675,2.08325,2.08325,0.5575,0.5575,0.0926666666666667,0.09275,0.562,0.562,0.053,0.053,0,0,0.063,0.063,0.224333333333333,0.22425,0.005,0.005,22.4,6.6,38.575,109.45,7.48828452464214,29665421.75,5.65644113257231,0,65.4892857142857,57.6007142857143,NA,NA,0,0,0,0,74.8828452464214,74.8828452464214,109.45,38.575,"East Asia & Pacific",0
"NAM","Namibia",2014,19.9540004730225,20.1950001716614,19.9540004730225,7,7,48.7299047781052,48.7299047781052,66.2142857142857,66.2,8.822568175,8.822568175,8.822568175,3.56875,3.56875,3.37375,3.37375,0.913,0.913,0.004,0.00425,0,0,0,0,0,0,0.0625,0.061875,0.0205,0.020875,NA,NA,30.125,235.7875,12.4641864232103,2256605.875,3.87398371783555,NA,49.2154361628709,37.0012380952381,NA,NA,0,0.375,0,0.6,124.641864232103,124.641864232103,235.7875,30.125,"Sub-Saharan Africa",1
"NER","Niger",2014,2.69750000536442,0.792500004172325,2.69750000536442,0,0,43.0275947521219,43.0275947521219,38.04,37.95,0.8796910875,0.8796910875,0.8796910875,7.26175,7.26175,0.1275,0.1275,0.00333333333333333,0.00325,0.955333333333333,0.9555,0,0,0,0,0,0,0.0403333333333333,0.04025,0.001,0.001,NA,NA,42.85,109.8625,7.57923391335078,18938920.25,2.55399415345814,NA,73.8599378881988,80.7714285714286,NA,NA,0,0,0,0,75.7923391335078,75.7923391335078,109.8625,42.85,"Sub-Saharan Africa",0
"NGA","Nigeria",2014,5.29833336671193,4.91250002384186,5.29833336671193,3,3,45.2674899925808,45.2674899925808,43.1625,43.1625,5.301501075,5.301501075,5.301501075,5.667,5.667,8.975,8.975,0.482833333333333,0.484125,0.438166666666667,0.437125,0,0,0,0,0,0,0.076,0.07575,0.003,0.003,NA,NA,54.5375,98.025,7.58640544999632,174334844.25,2.74894881255676,1.71428571428571,68.95,71.2921428571429,NA,NA,0.625,1,0.625,0.833333333333333,75.8640544999632,75.8640544999632,98.025,54.5375,"Sub-Saharan Africa",1
"NIC","Nicaragua",2014,4.96285714421953,5.14874997735023,4.96285714421953,4,4,38.3426324660144,38.3426324660144,43.38,43.38,4.60236935,4.60236935,4.60236935,2.515,2.515,3.6075,3.6075,0.856666666666667,0.8625,0,0,0.001,0.001,0,0,0,0,0.0315,0.031375,0.110833333333333,0.105125,256.125,78.5,30.2625,103.525,6.52367444824975,6103360.75,4.7011657344805,0,NA,59.4142857142857,NA,NA,0,0,0,0,65.2367444824975,65.2367444824975,103.525,30.2625,"Latin America & Caribbean",0
"NLD","Netherlands",2014,6.02125000953674,6.02125000953674,6.02125000953674,9,9,45.9401298605378,45.9401298605378,26.4125,26.4125,44.678638075,44.678638075,44.678638075,1.7,1.7,8.63,8.63,0.426666666666667,0.42025,0.0618333333333333,0.062625,0.0128333333333333,0.013125,0.002,0.002,0.00683333333333333,0.006875,0,0,0.493666666666667,0.49925,1234,564.75,54.525,129.8875,9.1379014558467,16854300.375,17.1463710823703,1.42857142857143,47.5573721340388,45.4785008818342,NA,NA,0,0.625,0,0,91.379014558467,91.379014558467,129.8875,54.525,"Europe & Central Asia",1
"NOR","Norway",2014,3.7362499833107,3.73749998211861,3.7362499833107,9,9,47.2510070294636,47.2510070294636,25.225,25.225,81.780059875,81.780059875,81.780059875,1.7825,1.7825,6.18875,6.18875,0.876666666666667,0.874,0.0241666666666667,0.024625,0.004,0.00425,0,0,0.00133333333333333,0.0015,0.028,0.029,0.0658333333333333,0.066625,397.714285714286,169,54.7125,143.1875,9.90690039671845,5097232.75,15.8631798556053,0.428571428571429,43.1682653061224,40.9023469387755,NA,NA,0,0.375,0,0,99.0690039671845,99.0690039671845,143.1875,54.7125,"Europe & Central Asia",1
"NPL","Nepal",2014,7.22999978065489,2.61874996125698,7.22999978065489,5,5,53.3011321562251,53.3011321562251,38,38,2.3532877875,2.3532877875,2.3532877875,2.23325,2.23325,0.27,0.27,0.0155,0.016125,0.0446666666666667,0.045,0.0876666666666667,0.0865,0,0,0.812666666666667,0.81275,0.0365,0.036625,0.003,0.003,NA,NA,68.05,106.3625,8.60002121152667,27096578.625,5.3734544870558,NA,74.9258214285714,75.3116666666667,NA,NA,0,0,0,0,86.0002121152667,86.0002121152667,106.3625,68.05,"South Asia",0
"NZL","New Zealand",2014,5.78874987363815,5.78124988079071,5.78874987363815,9,9,47.1184825554821,47.1184825554821,32.375,32.375,33.189004675,33.189004675,33.189004675,1.995,1.995,9.1375,9.1375,0.462,0.4565,0.0106666666666667,0.01075,0.0138333333333333,0.013875,0.002,0.002,0.0205,0.020875,0.11,0.10925,0.381,0.38675,387.857142857143,139.428571428571,55.7375,174.525,11.3050409813942,4522175,14.1439687841137,0,NA,NA,NA,NA,0,0,0,0,113.050409813942,113.050409813942,174.525,55.7375,"East Asia & Pacific",0
"OMN","Oman",2014,3.26999998092651,3.34250000119209,3.26999998092651,0,0,14.1975538089851,14.1975538089851,37.1,37.1,41.2621120125,41.2621120125,41.2621120125,2.91125,2.91125,0.45,0.45,0.0393333333333333,0.0395,0.896333333333333,0.89975,0.008,0.008,0,0,0.0426666666666667,0.03925,0.0116666666666667,0.0115,0.002,0.002,9.5,3,12.475,42.925,3.15446390558451,3874392.25,2.42178220524659,NA,74.1076923076923,57.0215384615385,NA,NA,0,0,0,0,31.5446390558451,31.5446390558451,42.925,12.475,"Middle East & North Africa",0
"PAK","Pakistan",2014,1.96000000238419,2.40250001102686,1.96000000238419,5,5,21.1194704591253,21.1194704591253,34.45,34.4625,4.8231869125,4.8231869125,4.8231869125,3.7435,3.7435,0.0425,0.0425,0.0206666666666667,0.0205,0.930833333333333,0.929625,0.001,0.001,0,0,0.0213333333333333,0.0215,0.0251666666666667,0.026375,0.001,0.001,NA,NA,46.7625,45.7625,4.63192085384147,193445923.25,4.29139059756282,NA,NA,66.665,NA,NA,1,0.625,1,1,46.3192085384147,46.3192085384147,45.7625,46.7625,"South Asia",1
"PAN","Panama",2014,2.95500001311302,2.95625001192093,2.95500001311302,7,7,38.2087631419713,38.2087631419713,47.025,47.025,19.149389475,19.149389475,19.149389475,2.565625,2.565625,6.4675,6.4675,0.871833333333333,0.870125,0.007,0.007,0.008,0.008,0.002,0.002,0,0,0.038,0.03825,0.0731666666666667,0.074625,115.5,17.625,16,90.3625,5.30400537481796,3871110.25,7.31188133425551,0,61.3692307692308,57.9392307692308,NA,NA,0,0,0,0,53.0400537481796,53.0400537481796,90.3625,16,"Latin America & Caribbean",0
"PER","Peru",2014,3.47249999642372,3.15250000357628,3.47249999642372,6,6,45.9492173447203,45.9492173447203,45.75,45.75,10.9347881625,10.9347881625,10.9347881625,2.3905,2.3905,5.215,5.215,0.929166666666667,0.928125,0,0,0.00583333333333333,0.005875,0,0,0,0,0.051,0.052,0.014,0.014,267.75,125,17.125,51.4375,3.40308921239384,30063023.625,6.97308743447847,0,60.5309523809524,57.512925170068,NA,NA,0,0,0,0,34.0308921239384,34.0308921239384,51.4375,17.125,"Latin America & Caribbean",0
"PHL","Philippines",2014,3.26499995589256,3.26374995708466,3.26499995589256,5,5,39.1939992254993,39.1939992254993,41.1833333333333,41.1375,6.6452695125,6.6452695125,6.6452695125,2.924,2.924,4.70375,4.70375,0.9255,0.925125,0.057,0.05725,0.001,0.001,0,0,0,0,0.00733333333333333,0.00725,0.00916666666666667,0.009375,1744,480.666666666667,29.6125,87.175,5.82648345203498,99635569.75,4.48199344568809,0,64.6418315018315,59.5074464285714,NA,NA,0,0,0,0,58.2648345203498,58.2648345203498,87.175,29.6125,"East Asia & Pacific",0
"PNG","Papua New Guinea",2014,2.30999994277954,2.50374999642372,2.30999994277954,3,3,48.5568372309402,48.5568372309402,NA,NA,4.22488127751606,4.22488127751606,4.22488127751606,3.7905,3.7905,0.81125,0.81125,0.701333333333333,0.69775,0,0,0.002,0.002,0,0,0,0,0.249166666666667,0.252125,0.0475,0.048125,NA,NA,112.2375,358.525,23.8108458994099,7870797.875,3.29472825492312,NA,66.4735,65.0835,NA,NA,0,0,0,0,238.108458994099,238.108458994099,358.525,112.2375,"East Asia & Pacific",0
"POL","Poland",2014,8.40375000238419,8.40375000238419,8.40375000238419,9,9,44.8470041458857,44.8470041458857,30.2375,30.2375,23.1857320875,23.1857320875,23.1857320875,1.35875,1.35875,10.4,10.4,0.8865,0.884625,0.001,0.001,0,0,0,0,0,0,0.0665,0.067875,0.046,0.0465,4948,747.625,36.975,271.2875,15.0836715531674,38019058.625,15.0390588265377,0.571428571428571,58.5292857142857,51.2871428571429,NA,NA,0,0.5,0,0,150.836715531674,150.836715531674,271.2875,36.975,"Europe & Central Asia",1
"PRI","Puerto Rico",2014,13.6375000476837,13.6375000476837,13.6375000476837,NA,7,42.3206494248075,42.3206494248075,50.5571428571429,50.575,34.6249559625,34.6249559625,34.6249559625,1.4180625,1.4180625,NA,NA,0.915,0.91425,0,0,0,0,0.001,0.001,0.001,0.001,0.0518333333333333,0.052375,0.0311666666666667,0.031375,204.375,34.875,16.125,112.5375,6.1478538922674,3545985.75,15.2226162556301,NA,41.8327272727273,37.2281818181818,NA,NA,0,0,0,0,61.478538922674,61.478538922674,112.5375,16.125,"Latin America & Caribbean",1
"PRK","North Korea",2014,NA,2.85125002264977,2.85125002264977,0,0,47.3236787359946,47.3236787359946,NA,NA,1.753678725,1.753678725,1.753678725,1.926,1.926,3.33625,3.33625,0.002,0.002,0,0,0.015,0.015,0,0,0,0,0.264833333333333,0.267125,0.718166666666667,0.715875,NA,NA,74.9125,164.3875,11.2975450757182,24991449.875,9.40887475770698,NA,NA,NA,NA,NA,0,NA,0,NA,112.975450757182,112.975450757182,164.3875,74.9125,"East Asia & Pacific",NA
"PRT","Portugal",2014,12.678750038147,12.678750038147,12.678750038147,9,9,48.4849852224644,48.4849852224644,33.275,33.275,24.9841191625,24.9841191625,24.9841191625,1.31375,1.31375,10.335,10.335,0.888,0.887,0.00433333333333333,0.0045,0.006,0.006,0,0,0.001,0.001,0.0233333333333333,0.02325,0.0773333333333333,0.07825,820.75,259.875,34.225,142.9,8.42907306603396,10435961.125,20.1053548335624,0.714285714285714,53.6771428571429,47.5607142857143,NA,NA,0,0.625,0,0,84.2907306603396,84.2907306603396,142.9,34.225,"Europe & Central Asia",1
"PRY","Paraguay",2014,4.6450001001358,4.6487500667572,4.6450001001358,6,6,39.6628875511869,39.6628875511869,46.8875,46.8875,8.0789768125,8.0789768125,8.0789768125,2.574125,2.574125,5.9025,5.9025,0.955,0.955,0,0,0.002,0.002,0,0,0,0,0.022,0.022,0.021,0.021,239.75,86.125,30.7,87.3875,5.88232430173104,6555873.75,5.68578411553233,0,NA,61.6885714285714,NA,NA,0,0,0,0,58.8232430173104,58.8232430173104,87.3875,30.7,"Latin America & Caribbean",0
"PSE","Palestinian Territories",2014,21.4075002670288,21.408750295639,21.4075002670288,NA,NA,18.9116317907009,18.9116317907009,37.7285714285714,37.7285714285714,5.0066229875,5.0066229875,5.0066229875,4.105875,4.105875,NA,NA,0.0173333333333333,0.01675,0.809166666666667,0.810125,0,0,0.1155,0.114875,0,0,0.001,0.00125,0.057,0.057,5.42857142857143,2.16666666666667,16.9375,59.1375,3.84458205232164,4123904.5,2.93552805236848,NA,72.0527777777778,65.3683333333333,NA,NA,NA,NA,0,NA,38.4458205232164,38.4458205232164,59.1375,16.9375,"Middle East & North Africa",1
"QAT","Qatar",2014,0.303749999031424,0.303749999031424,0.303749999031424,0,0,12.7975548981599,12.7975548981599,40.2,40.2,152.5603517625,152.5603517625,152.5603517625,1.96725,1.96725,1.06875,1.06875,0.100333333333333,0.1015,0.7385,0.735875,0.019,0.019,0,0,0.0245,0.024625,0.0946666666666667,0.096,0.023,0.023,48.25,4.5,11.95,60.4625,4.82924901392015,2353606.5,0.923775138099486,NA,NA,NA,NA,NA,0,0,0,-0.625,48.2924901392015,48.2924901392015,60.4625,11.95,"Middle East & North Africa",0
"ROU","Romania",2014,6.55874997377396,6.55874997377396,6.55874997377396,6,6,43.5893912913418,43.5893912913418,33.1625,33.1625,17.9349609625,17.9349609625,17.9349609625,1.5775,1.5775,9.6925,9.6925,0.922,0.9175,0.003,0.003,0,0,0,0,0,0,0.073,0.0775,0.002,0.002,1957.625,360.75,27.7125,169.2625,9.66748659736512,19931284.875,16.5941493898553,0,58.6801785714286,51.7351785714286,NA,NA,0,0,0,0,96.6748659736512,96.6748659736512,169.2625,27.7125,"Europe & Central Asia",0
